SCENARIO_CODE,FEATURE_URL,FEATURE FILE,SCENARIO_TITLE,SCENARIO,POINTS,Capitalize Gherkin keywords,Limit the number of steps per scenario to a maximum of ten,Line length: Limit the number of characters in each step,Number of syllables per word,Use proper spelling,Use proper grammar,Capitalize the first letter of the first word in a scenario title,Do not use punctuation at the end of step phrases,Use single spaces between words,Indent the content beneath every section header,Do not separate steps within a scenario by blank lines,Use of non-technical language,Do not capitalize words in the step phrases unless they are proper nouns,Follow steps order (Given-When-Then),Separate one scenario from another scenario by one blank line,Space table delimiter pipes (“|”) evenly,"Write all tag names in lowercase, and use hyphens to separate words",Limit the length of tag names to one-third of a scenario title,Use tabular presentation for complex information,Do not use legal jargon,Avoid repetition of steps,Provide a title for each scenario
P04_F11_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,family.feature,Search A Family Folder,"  Scenario: Search A Family Folder
    Given I am logged in as ""user"" with password ""user""
    And I click ""FAMILY FOLDERS""
    When I fill in ""family_number"" with ""1""
    And I press ""Search""
    Then I should see ""COUNT""",4.77,5,5,4,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5
P04_F11_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,family.feature,Update Family Folder Details," @reset_families
   Scenario: Update Family Folder Details
    Given I am logged in as ""user"" with password ""user""
    And I click ""FAMILY FOLDERS""
    When I fill in ""family_number"" with ""1""
    And I press ""Search""
    And I should see ""SELECTED FAMILY""
    And I click ""edit""
    And I fill in ""family_address"" with ""6789 XYZ Street""
    And I select ""Brgy 2"" from ""barangay""
    And I press ""Update Folder""
    Then I should see ""6789 XYZ Street""
    And I should see ""Brgy 2""",4.73,5,4,4,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5
P04_F11_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,family.feature,Delete Family Folder," @reset_families
   Scenario: Delete Family Folder
    Given I am logged in as ""admin"" with password ""admin""
    And I click ""PATIENTS""
    And I click ""Family Folders""
    When I click ""No members""
    And I should see ""1""
    And I click ""delete""
    And I press ""Yes""
    Then I should see ""No family records""",4.82,5,5,4,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5
P04_F12_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,howto.feature,Visit howto page,"  Scenario: Visit howto page
    Given I am logged in as ""admin"" with password ""admin""
    When I click ""HOWTO""
    Then I should see ""CHITS HOWTO""",4.86,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P04_F13_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,laboratory.feature,Access Laboratory Menu,"     Scenario: Access Laboratory Menu
       Given I am logged in as ""user"" with password ""user""
       And I click ""LABORATORY""
       Then I should see ""No requests available.""",4.73,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P04_F14_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,login.feature,View the login page,"  Scenario: View the login page
    Given I am on the home page
    Then I should see ""chits""",5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P04_F14_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,login.feature,Login with default admin password,"  Scenario: Login with default admin password
    Given I am on the home page
    When I fill in ""login"" with ""admin""
    And I fill in ""passwd"" with ""admin""
    And I press ""Login""
    Then I should see ""logged in""",5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P04_F14_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,login.feature,Login with default admin password,"  Scenario: Login with default admin password
    Given I am logged in as ""admin"" with password ""admin""
    Then I should see ""logged in""",4.82,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P04_F14_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,login.feature,Logout,"  Scenario: Logout
    Given I am logged in as ""admin"" with password ""admin""
    When I press ""Sign Out""
    Then I should see ""SIGN IN""",5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P04_F15_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,patient.feature,Search the patient,"	Scenario: Search the patient
    Given I am logged in as ""user"" with password ""user""
    And I click ""RECORDS""
		When I fill in ""first"" with ""Jose""
		And I fill in ""last"" with ""Rizal""
		And I press ""Search""
		Then I should see ""Jose Rizal""",4.82,5,5,4,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
P04_F15_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,patient.feature,Add a new patient,"	@reset_users
	Scenario: Add a new patient
		Given I am logged in as ""user"" with password ""user""
		And I click ""RECORDS""
		And I am on the patient management form
		When I fill in ""patient_firstname"" with ""Andres""
		And I fill in ""patient_middle"" with ""Cruz""
		And I fill in ""patient_lastname"" with ""Bonifacio""
		And I fill in ""patient_dob"" with ""02/03/1982""
		And I select ""Male"" from ""patient_gender""
		And I fill in ""patient_mother"" with ""Maria""
		And I fill in ""patient_cellphone"" with ""09191234567""
		And I press ""Add Patient""
    And Debug
#		And I should see ""Bonifacio, Andres""
#		And I am on the old patient form
		And I fill in ""first"" with ""Andres""
		And I fill in ""last"" with ""Bonifacio""
		And I press ""Search""
		Then I should see ""Found 1 Record: Andres Bonifacio""",4.73,5,4,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
P04_F15_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,patient.feature,Update patient information,"	@reset_users
	Scenario: Update patient information
		Given I am logged in as ""user"" with password ""user""
		And I click ""RECORDS""
		And I am on the patient management form
		When I fill in ""first"" with ""Jose""
		And I fill in ""last"" with ""Rizal""
		And I press ""Search""
		Then I should see ""Found""
		And I click ""Rizal""
		And I should see patient information at the edit patient form
		And I fill in the ""patient_middlename"" with ""Santos""
		And I fill in the ""patient_dob"" with ""12/23/1990""
		And I press the ""Update Patient""
		And I should be able to see ""patient information is update""
		And I click ""Andres Bonifacio""
		Then I should see ""patient_middlename"" is ""Santos""
		And ""patient_dob"" is ""12/23/1990"";",4.59,5,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P04_F15_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,patient.feature,Delete patient information,"	@reset_users
	Scenario: Delete patient information
		Given I am logged in as ""user"" with password ""user""
		And I click ""RECORDS""
		And I am on the patient management form
		When I fill in ""first"" with ""Jose""
		And I fill in ""last"" with ""Rizal""
		And I press ""Search""
		Then I should see ""Jose Rizal""
		And I click ""Rizal""
		And I should see patient information at the edit patient form
		And I press ""delete patient""
		And I press ""yes""
		Then I should not see ""Andres Bonifacio""",4.59,5,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P04_F16_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,tb_therapy.feature,CONSULT," @reset_consult
Scenario:CONSULT
Given I am logged in as ""user"" with password ""user""
And I click ""TODAY'S PATIENTS""
And I should see ""CONSULTS TODAY""
When I fill in ""last"" with ""garcia""
And I press ""Search""
And I should see ""SEARCH RESULTS""
And I choose ""consult_patient_id"" 
And I press ""Select Patient""
And I should see ""VISIT DETAILS""
And I check by value ""NTP""
And I press ""Save Details""
Then I should see ""TB Therapy""",4.55,5,4,3,3,5,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
P04_F16_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,tb_therapy.feature,First Visit TB Therapy Consult,"
@reset_consult
Scenario:First Visit TB Therapy Consult
Given I am logged in as ""user"" with password ""user""
And I click ""TODAY'S PATIENTS""
And I should see ""CONSULTS TODAY""
When I fill in ""last"" with ""garcia""
And I fill in ""first"" with ""andres"" 
And I press ""Search""
And I should see ""SEARCH RESULTS""
And I choose ""consult_patient_id"" 
And I press ""Select Patient""
And I should see ""VISIT DETAILS""
And I check by value ""NTP""
And I press ""Save Details""
And I should see ""TB Therapy""
And I click ""TB Therapy"" 
And I should see ""form_ntp_visit1""
And I select ""Accountant"" from ""occupation""
And I select ""1"" from ""hh_contacts""
And I select ""Yes"" from ""bcg_scar""
And I select ""Pulmonary"" from ""tb_class""
And I select ""Bicol"" from ""region""
And I fill in ""contact_person"" with ""09088656911""
And I select ""New Patient"" from ""patient_type""
And I select ""Regimen 1"" from ""treatment_category""
And I select ""Pulmonary"" from ""tb_class""
And I select ""Barangay Health Worker"" from ""treatment_partner""
And I select ""Cured"" from ""treatment_outcome""
And I press ""Save NTP Data""
And I click ""CONSULT""
And I should see ""form_consult""
And I press ""End Consult""
And I should see ""Are you sure you want to end this consult?""
When I press ""Yes""
Then I should see ""CONSULTS TODAY""
",4.32,5,2,3,3,5,3,5,5,5,1,5,5,3,5,5,5,5,5,5,5,5,5
P04_F17_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,todays.feature,Patient Loaded,"	Scenario: Patient Loaded
    Given I am logged in as ""user"" with password ""user""
    And I click ""TODAY'S PATIENTS""
		When I click ""CLICK TO VIEW RECORD""
		And I check ""ptgroup[]""
		And I press ""Save Details""
		Then I should see ""delete""",4.68,5,5,3,3,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5
P04_F18_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,todayspatient.feature,Patient Loaded in Family Planning Module,"	Scenario: Patient Loaded in Family Planning Module
    Given I am logged in as ""user"" with password ""user""
    And I click ""TODAY'S PATIENTS""
		When I click ""CLICK TO VIEW RECORD""
		And I check ""ptgroup[]""
		And I press ""Save Details""
		And I click ""DETAILS""
		Then I should see ""FAMILY""",4.55,5,5,3,3,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5
P04_F18_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,todayspatient.feature,Patient Loaded in Maternal Care Module,"	Scenario: Patient Loaded in Maternal Care Module
    Given I am logged in as ""user"" with password ""user""
    And I click ""TODAY'S PATIENTS""
		When I click ""CLICK TO VIEW RECORD""
		And I check ""ptgroup[]""
		And I press ""Save Details""
		And I click ""DETAILS""
		Then I should see ""MATERNAL""",4.55,5,5,3,3,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5
P04_F18_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/chits-master/features,todayspatient.feature,Patient Loaded in ,"	Scenario: Patient Loaded in 
    Given I am logged in as ""user"" with password ""user""
    And I click ""TODAY'S PATIENTS""
		When I click ""CLICK TO VIEW RECORD""
		And I check ""ptgroup[]""
		And I press ""Save Details""
		And I click ""DETAILS""
		Then I should see ""NTP""",4.77,5,5,4,4,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5
P05_F01_SC_01,https://github.com/webjam/webjam/blob/master/features/about.feature,about.feature,about page with past events from an iphone,"  Scenario: about page with past events from an iphone
    Given there is a past event
    When I view the mobile about page
    Then I see the page",4.772727273,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P05_F01_SC_02,https://github.com/webjam/webjam/blob/master/features/about.feature,about.feature,about page with upcoming events from an iphone,"  Scenario: about page with upcoming events from an iphone
    Given there is an upcoming event
    When I view the mobile about page
    Then I see the page",4.681818182,5,5,4,4,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P05_F02_SC_01,https://github.com/webjam/webjam/blob/master/features/about.feature,account_personal_details.feature,viewing the account page,"  Scenario: viewing the account page
    Given I am logged in
    When I view the account page
    Then I see the page",4.818181818,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P05_F02_SC_02,https://github.com/webjam/webjam/blob/master/features/about.feature,account_personal_details.feature,updating account details,"  Scenario: updating account details
    Given I am logged in
    When I update my account details
    Then my account details are updated
    And I am redirected to the account page",4.636363636,5,5,3,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P05_F02_SC_03,https://github.com/webjam/webjam/blob/master/features/about.feature,account_personal_details.feature,updating account details with invalid details,"  Scenario: updating account details with invalid details
    Given I am logged in
    When I update my account details giving invalid details
    Then my account details aren't updated
    And I am shown the account edit page",4.636363636,5,5,3,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P05_F03_SC_01,https://github.com/webjam/webjam/blob/master/features/about.feature,events.feature,not logged viewing the past events page from an iphone,"  Scenario: not logged viewing the past events page from an iphone
    Given I am not logged in
      And there is a past event
    When I view the mobile past events page
    Then I see the page",4.727272727,5,5,5,5,5,4,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
P05_F03_SC_02,https://github.com/webjam/webjam/blob/master/features/about.feature,events.feature,not logged viewing the event page for a past event,"  Scenario: not logged viewing the event page for a past event
    Given I am not logged in
    When I view the event page for a past event
    Then I see the page",4.818181818,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P05_F03_SC_03,https://github.com/webjam/webjam/blob/master/features/about.feature,events.feature,not logged viewing the event page for an upcoming event,"  Scenario: not logged viewing the event page for an upcoming event
    Given I am not logged in
    When I view the event page for an upcoming event
    Then I see the page",4.727272727,5,5,4,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P05_F03_SC_04,https://github.com/webjam/webjam/blob/master/features/about.feature,events.feature,trying to view an unpublished event,"  Scenario: trying to view an unpublished event
    Given I am not logged in
    When I view the event page for an unpublished event
    Then I receive a 404 not found",4.727272727,5,5,4,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P05_F04_SC_01,https://github.com/webjam/webjam/blob/master/features/about.feature,home.feature,not logged in,"  Scenario: not logged in
    Given I am not logged in
    When I view the home page
    Then I see the page",4.818181818,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P05_F04_SC_02,https://github.com/webjam/webjam/blob/master/features/about.feature,home.feature,viewing / on a mobile,"  Scenario: viewing / on a mobile
    Given I am not logged in
    When I view the home page from an iphone
    Then I am redirected to the mobile page",4.772727273,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P05_F04_SC_03,https://github.com/webjam/webjam/blob/master/features/about.feature,home.feature,viewing / on a mobile with redirect-to-mobile=no,"  Scenario: viewing / on a mobile with redirect-to-mobile=no
    Given I am not logged in
    When I view the home page from an iphone specifying redirect-to-mobile=no
    Then I am not redirected to the mobile page
    And I see the page",4.590909091,5,5,3,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P05_F04_SC_04,https://github.com/webjam/webjam/blob/master/features/about.feature,home.feature,"viewing the mobile version with an upcoming event, a past event and a post","  Scenario: viewing the mobile version with an upcoming event, a past event and a post
    Given I am not logged in
      And there is an upcoming event
      And there is a past event
      And there is a post
    When I view the mobile version of the home page
    Then I see the page",4.681818182,5,5,5,5,5,5,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5
P05_F04_SC_05,https://github.com/webjam/webjam/blob/master/features/about.feature,home.feature,viewing the mobile version without any events or posts,"  Scenario: viewing the mobile version without any events or posts
    Given I am not logged in
    When I view the mobile version of the home page
    Then I see the page",4.727272727,5,5,4,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
